isbn,title,subtitle,long_summary,short_summary,page_count,series_name,genres,publisher_name,published_at,authors,author_bios,quotes,awards,year_rank,global_rank,amazon_associates_link,amazon_associates_kindle_link,amazon_associates_audible_link
9780871403131,Shirley Jackson,A Rather Haunted Life,"Despite creating one of America's most famous short stories, Shirley Jackson remained oddly marginalized in literary circles for decades after her death. Ruth Franklin's biography corrects this oversight by positioning Jackson as a master of psychological terror who captured the anxieties of 1950s America with unmatched precision.

Franklin traces Jackson's development of what she terms ""domestic horror"" – fiction that found menace in everyday family life and suburban conformity. Long before feminism became a movement, Jackson's work exposed the suffocating realities many women faced behind closed doors. Her stories transformed ordinary households into spaces of dread and revelation.

The biography also examines the contradictions that defined Jackson's own existence. While crafting tales of isolation and madness, she maintained a public life as a faculty wife and mother in a Vermont college town. Yet this seemingly conventional existence masked growing personal turmoil – a deteriorating marriage, escalating mental health struggles, and increasing dependence on prescription drugs.

Drawing on newly available letters and extensive interviews, Franklin constructs a nuanced portrait that honors both Jackson's literary achievements and her complex humanity. The result positions Jackson not as a curiosity but as an essential voice in American fiction.","Ruth Franklin's masterful biography rescues Shirley Jackson from literary obscurity, revealing how the author of The Lottery and The Haunting of Hill House pioneered domestic horror while navigating the contradictions of mid-century American womanhood.",624,,Biography & Autobiography / Literary Figures,Liveright,27/09/2016,Ruth Franklin,"Ruth Franklin has written extensively about literature and culture, including A Thousand Darknesses: Lies and Truth in Holocaust Fiction, which received recognition as a finalist for the Sami Rohr Prize for Jewish Literature. Her biographical work Shirley Jackson: A Rather Haunted Life earned the National Book Critics Circle Award for Biography. Franklin makes her home in Brooklyn, NY.","""With this welcome new biography Franklin makes a thoughtful and persuasive case for Jackson as a serious and accomplished literary artist. . . . [Franklin] sees Jackson not as an oddball, one-off writer of horror tales and ghost stories but as someone belonging to the great tradition of Hawthorne, Poe and James, writers preoccupied, as she was, with inner evil in the human soul.""

—Charles McGrath, The New York Times

""Ruth Franklin's sympathetic and masterful biography both uncovers Jackson's secret and haunting life and repositions her as a major artist whose fiction so uncannily channeled women's nightmares and contradictions that it is 'nothing less than the secret history of American women of her era.'""

—Elaine Showalter, The Washington Post

""This meticulous biography tackles the work of Shirley Jackson with the kind of studied seriousness some might give to a male titan of history like Robert Moses. And thank goddess for that, as Ruth Franklin wisely rescues Shirley Jackson from any semblance of obscurity. Despite her well-documented magnetism (and dalliances in the dark arts) Jackson's work was often dismissed as mere genre nonsense or, worse yet, women's fiction and Franklin's sensitive, witty and rigorous work makes an airtight case for just why this isn't right. The ire Jackson's short stories inspired in New Yorker readers is only a hint of the drama and intensity that characterized her short but beguiling life, with Franklin captures with a hefty dose of wit and suspense. One of the best literary biographies I've ever encountered.""

—Lena Dunham",,10,82,https://amzn.to/3Lj4DWG,https://amzn.to/3MWmFi2,https://amzn.to/4q923Sn
9781400064168,Unbroken,"A World War II Story of Survival, Resilience, and Redemption","Louis Zamperini's transformation from troubled youth to Olympic athlete seems like triumph enough for one lifetime. But his most defining chapter begins when his bomber plunges into the Pacific during World War II, leaving him adrift on a tiny raft with nothing but ocean stretching endlessly in every direction.

What follows tests every boundary of human endurance. Zamperini faces weeks of exposure, starvation, and predators circling beneath his failing craft. Yet surviving the ocean proves to be only the beginning of his ordeal. The same rebellious spirit that once got him into trouble as a boy, then propelled him toward Olympic glory, now becomes his lifeline against impossible odds.

Hillenbrand chronicles this remarkable journey with meticulous attention to both historical detail and the psychological landscape of survival. She reveals how ordinary people discover extraordinary reserves of courage, creativity, and stubborn hope when pushed beyond what seems humanly possible. This is biography as adventure story, a meditation on the mysterious alchemy that allows some individuals to endure what would break others completely.",The epic true story of Louis Zamperini—Olympic runner turned bombardier—whose extraordinary will to survive became the stuff of legend. Hillenbrand transforms wartime heroism into unforgettable storytelling.,496,,Biography & Autobiography / Military,Random House,16/11/2010,Laura Hillenbrand,"Laura Hillenbrand wrote the #1 New York Times bestseller Seabiscuit: An American Legend, which became a National Book Critics Circle Award finalist, won the Book Sense Book of the Year Award, and inspired an Academy Award-nominated film. Her New Yorker piece ""A Sudden Illness"" earned the 2004 National Magazine Award, and she has received two Eclipse Awards. Hillenbrand co-founded Operation International Children with actor Gary Sinise and makes her home in Washington, D.C.","""Hillenbrand has once again brought to life the true story of a forgotten hero, and reminded us how lucky we are to have her, one of our best writers of narrative history. You don't have to be a sports fan or a war-history buff to devour this book—you just have to love great storytelling.""

—Rebecca Skloot, author of The Immortal Life of Henrietta Lacks

""Moving and, yes, inspirational . . . [Laura] Hillenbrand's unforgettable book . . . deserve[s] pride of place alongside the best works of literature that chart the complications and the hard-won triumphs of so-called ordinary Americans and their extraordinary time.""

—Maureen Corrigan, NPR

""A meticulous, soaring and beautifully written account of an extraordinary life.""

—The Washington Post",,6,83,https://amzn.to/44TNnOt,https://amzn.to/4spnu2T,https://amzn.to/44Q2ngi
9781594634499,Matrix,,"Marie de France arrives at a crumbling English abbey as a teenager, banished from royal court life and thrust into leadership of a community on the brink of collapse. The nuns face starvation and disease, their institution forgotten by a world that has little use for women who don't conform to expected roles.

What begins as exile becomes transformation. Marie finds herself drawn to the radical possibilities of collective female power, her mystical visions guiding her toward an unprecedented reimagining of religious life. Drawing on the warrior blood that runs through her veins, she begins to forge something entirely new—a sanctuary where women might live and create on their own terms.

Groff constructs a world where spiritual ecstasy and earthly desire intertwine, where the boundaries between the holy and the human blur beyond recognition. Marie's story becomes a meditation on what happens when visionary leadership meets institutional resistance, and whether one woman's revolutionary dreams can survive in a world determined to crush female autonomy. The novel pulses with questions about creativity, community, and the price of refusing to accept the limitations others would impose.","Exiled from Eleanor of Aquitaine's court, teenage Marie de France transforms a dying abbey into a radical sanctuary. Groff crafts a mesmerizing tale of mysticism, ambition, and women reshaping their world.",272,,Fiction / Literary,Riverhead Books,07/09/2021,Lauren Groff,"Lauren Groff has earned three National Book Award nominations and written multiple bestselling works, including The Monsters of Templeton, Arcadia, Fates and Furies, Matrix, and The Vaster Wilds, plus the story collections Delicate Edible Birds and Florida. Her accolades include The Story Prize, the ABA Indies' Choice Award, France's Grand Prix de l'Héroïne, and the Joyce Carol Oates Prize. Groff's fiction regularly appears in The New Yorker and The Atlantic, with translations available in thirty-six languages. She lives in Gainesville, Florida, where she and her husband operate the independent bookstore The Lynx.","""A radiant novel about the 12th-century poet and mystic Marie de France. . . Groff richly imagines Marie's decades of exile in a royal convent, which she eventually leads. A charged novel about female ambition.""

—Maureen Corrigan, NPR's Fresh Air

""An audacious piece of storytelling, full of passion, wisdom and magic.""

—Sarah Waters, New York Times bestselling author of The Paying Guests

""A thrillingly vivid, adventurous story about women and power that will blow readers' minds. Left me gasping.""

—Emma Donoghue, author of Room",,7,83,https://amzn.to/3N9kI1C,https://amzn.to/4soL7Zq,https://amzn.to/3YVobU6
9780307592736,Wild,From Lost to Found on the Pacific Crest Trail,"Loss has a way of stripping life down to its bare essentials, and for Cheryl Strayed, that meant confronting an impossible question: how do you rebuild when everything familiar has disappeared? Her answer defied all logic—tackle over a thousand miles of wilderness trail with zero hiking experience and a pack so heavy she could barely lift it.

The Pacific Crest Trail becomes both adversary and teacher as Strayed navigates far more than just difficult terrain. Between encounters with wildlife, equipment failures, and the relentless physical demands of the journey, she grapples with grief, guilt, and the messy aftermath of a life derailed. What emerges is neither a simple tale of triumph nor a neat resolution to pain, but something more honest—a reckoning with what it means to choose forward motion when standing still feels safer.

Strayed's voice carries the reader through moments of genuine danger and unexpected grace with equal measure, finding humor in disaster and wisdom in stubbornness. This isn't about conquering mountains or discovering some hidden version of yourself; it's about the ordinary miracle of putting one foot in front of the other when that's the only option left.","Following her mother's death and the collapse of her marriage, Cheryl Strayed embarks on an eleven-hundred-mile solo hike along the Pacific Crest Trail. A blazingly honest memoir about breaking down and building back up again.",336,,Biography & Autobiography / Memoirs,Knopf,20/03/2012,Cheryl Strayed,"Cheryl Strayed wrote the number-one New York Times bestseller Wild: From Lost to Found on the Pacific Crest Trail, which has reached more than four million readers worldwide and became an Oscar-nominated film. Her other works include the novel Torch, the collection Brave Enough, and Tiny Beautiful Things, which was adapted for both stage and a Hulu series. Strayed has also hosted the podcasts Sugar Calling and Dear Sugars. She makes her home in Portland, Oregon.","""A rich, riveting true story . . . During her grueling three-month journey, Strayed circled around black bears and rattlesnakes, fought extreme dehydration by drinking oily gray pond water, and hiked in boots made entirely of duct tape.  Reading her matter-of-fact take on love and grief and the soul-saving quality of a Snapple lemonade, you can understand why Strayed has earned a cult following as the author of Dear Sugar, a popular advice column on therumpus.net. . . . With its vivid descriptions of beautiful but unforgiving terrain, Wild is a cinematic story, but Strayed's book isn't really about big, cathartic moments. The author never 'finds herself' or gets healed. When she reaches the trail's end, she buys a cheap ice cream cone and continues down the road. . . . It's hard to imagine anything more important than taking one step at a time. That's endurance, and that's what Strayed understands, almost 20 years later. As she writes, 'There was only one [option], I knew. To keep walking.""

—Melissa Maerz, Entertainment Weekly

""In the summer of 1995, at age 26 and feeling at the end of her rope emotionally, Strayed resolved to hike solo the Pacific Crest Trail . . . In this detailed, in-the-moment re-enactment, she delineates the travails and triumphs of those three grueling months. Living in Minneapolis, on the verge of divorcing her husband, Strayed was still reeling from the sudden death four years before of her mother; the ensuing years formed an erratic, confused time 'like a crackling Fourth of July sparkler.' Hiking the trail helped decide what direction her life would take, even though she had never seriously hiked or carried a pack before. . . . Eventually she began to experience 'a kind of strange, abstract, retrospective fun,' meeting the few other hikers along the way, all male; jettisoning some of the weight from her pack and burning books she had read; and encountering all manner of creature and acts of nature, from rock slides to snow. Her account forms a charming, intrepid trial by fire, as she emerges from the ordeal bruised but not beaten, changed, a lone survivor.""

—Publishers Weekly

""Unsentimental memoir of the author's solo hike from California to Washington along the Pacific Crest Trail. Following the death of her mother, Strayed's life quickly disintegrated. . . . While waiting in line at an outdoors store, [she] read the back cover of a book about the Pacific Crest Trail. Initially, the idea of hiking the trail became a vague apparition, then a goal. Woefully underprepared for the wilderness, out of shape and carrying a ridiculously overweight pack, the author set out from the small California town of Mojave, toward a bridge ('the Bridge of the Gods') crossing the Columbia River at the Oregon-Washington border. Strayed's writing admirably conveys the rigors and rewards of long-distance hiking. Along the way she suffered aches, pains, loneliness, blistered, bloody feet and persistent hunger. Yet the author also discovered a newfound sense of awe . . . stunned by how the trail both shattered and sheltered her. Most of the hikers she met along the way were helpful, and she also encountered instances of trail magic . . . A candid, inspiring narrative of the author's brutal physical and psychological journey through a wilderness of despair to a renewed sense of self.""

—Kirkus",,8,84,https://amzn.to/4q354Uf,https://amzn.to/44OXtQA,https://amzn.to/4sjLhkU
9780385353304,Station Eleven,,"In the aftermath of a devastating pandemic that has reduced civilization to scattered settlements, art becomes both refuge and rebellion. Kirsten travels with a small company of performers who carry Shakespeare and classical music between the isolated communities that dot the transformed landscape around the Great Lakes.

Their mission takes a dangerous turn in St. Deborah by the Water, where a charismatic leader rules through fear and violence, threatening anyone who questions his authority. Through interconnected stories that weave between the world before the collapse and the strange new reality that emerged from it, the novel examines how human connections endure even as everything familiar disappears.

This is a meditation on what we choose to preserve when everything else falls away, and how beauty and meaning persist in the most unlikely circumstances. The narrative moves fluidly through time, revealing how seemingly random encounters and relationships create invisible threads that bind lives together across decades.","After a flu pandemic collapses civilization, a troupe of actors and musicians travels the Great Lakes, preserving art in the ruins. Haunting and luminous, this is survival fiction with uncommon grace.",352,,Fiction / Science Fiction / Apocalyptic & Post-Apocalyptic,Knopf,09/09/2014,Emily St. John Mandel,"Emily St. John Mandel has written five novels, including Station Eleven and The Glass Hotel. Station Eleven received nominations for both the National Book Award and the PEN/Faulkner Award for Fiction, and has found readers in thirty-five languages through translation. She makes her home in New York City.","""A novel that carries a magnificent depth . . . We get to see something that is so difficult to show or feel – how small moments in time link together. And how these moments add up to a life . . . Her best yet. It feels as though she took the experience earned from her previous writing and braided it together to make one gleaming strand . . . An epic book.""

—Claire Cameron, The Globe and Mail

""Deeply melancholy, but beautifully written, and wonderfully elegiac . . . A book that I will long remember, and return to.""

—George R. R. Martin

""Station Eleven is so compelling, so fearlessly imagined, that I wouldn't have put it down for anything.""

—Ann Patchett, author of Tom Lake, The Dutch House, Commonweath & State of Wonder",,6,84,https://amzn.to/4bdCmLy,https://amzn.to/4pg7bCH,https://amzn.to/3YoqE9s
9780374600846,Strangers to Ourselves,Unsettled Minds and the Stories That Make Us,"The language of psychiatry promises clarity, but what about the experiences that resist easy categorization? Through intimate portraits and meticulous research, this investigation reveals the gaps between clinical frameworks and lived reality.

The narrative weaves together disparate lives: a revered healer in Indian temples whose visions challenge Western medical assumptions, a mother rebuilding relationships after emerging from psychosis, a man waging war against the analysts who failed him, and a young woman questioning whether her diagnosis has become her cage. Each story illuminates how psychiatric labels can both illuminate and obscure the complexity of human experience.

At the book's heart lies the author's own reckoning with childhood hospitalization and a friendship formed in a psychiatric ward—two parallel trajectories that ultimately diverge in devastating ways. This personal thread anchors broader questions about how diagnostic categories shape not just treatment, but identity itself. The result is an unflinching examination of medicine's reach and its limitations, revealing the stubborn mystery that remains at the core of consciousness and suffering.","What happens when psychiatric explanations fail to capture who we really are? Aviv follows people who've hit the limits of how we understand mental illness, weaving their stories with her own powerful personal account.",288,,Psychology / Psychopathology,"Farrar, Straus and Giroux",13/09/2022,Rachel Aviv,"Rachel Aviv writes for The New Yorker as a staff writer, focusing on medicine, education, and criminal justice. Her profile writing earned her a 2022 National Magazine Award, and she received a Whiting Creative Nonfiction Grant for this book. New America named her a 2019 national fellow. She makes her home in Brooklyn.","""In this penetrating, landmark book, Rachel Aviv investigates what she calls the 'psychic hinterlands,' drawing on her customary vivid reporting and her own extraordinary personal story to pose unsettling questions about the ways in which we reckon with mental illness by categorizing it, diagnosing it, giving it a name. Threading together the intimate and emotionally shattering stories of a series of very different people who have struggled to live with and to understand their own psychological afflictions, Aviv has created an arresting work of profound empathy and insight.""

—Patrick Radden Keefe, author of Say Nothing and Empire of Pain

""Intimate and revelatory . . . attuned to subtlety and complexity . . . This isn't an anti-psychiatry book- Aviv is too aware of the specifics of any situation to succumb to anything so sweeping and polemical . . . a book-length demonstration of Aviv's extraordinary ability to hold space for the 'uncertainty, mysteries and doubts' of others.""

—Jennifer Szalai, New York Times

""Aviv writes with an unpredictable mixture of intimacy and distance, exploring how psychiatric language often alters what it names. She has assembled a remarkable archive of unpublished materials-memoirs, poems, journals (including her own)-that offers a visceral counterpoint to the official languages of institutions and expertise. I admire her rigor and eloquence but also her restraint-she makes vivid experiences we can't explain.""

—Ben Lerner, author of The Topeka School",,4,85,https://amzn.to/4qAiuH5,https://amzn.to/4jojjAv,https://amzn.to/4qEKHMV
9781324086031,Playground,,"The Pacific Ocean becomes the stage for an extraordinary convergence of destinies in Richard Powers' latest work. A young girl discovers underwater worlds through pioneering diving equipment in Montreal's pools. An artist searches for belonging while moving between military installations. Two Chicago students forge an unlikely friendship through strategy games—one finding refuge in books, the other pushing the boundaries of artificial intelligence.

Their separate journeys lead to Makatea, a small island in French Polynesia bearing the scars of its colonial past. This remote atoll, once stripped of its phosphorus to nourish distant farmlands, now stands at a crossroads. A revolutionary proposal threatens to transform it into the foundation for humanity's boldest experiment: self-governing cities that float upon the ocean's surface.

The island's residents face an impossible choice that will determine their future and potentially reshape how humans inhabit the planet. Powers crafts a meditation on progress and preservation, examining how technology intersects with our deepest need for connection and belonging in a world balanced on the edge of transformation.","Four interconnected lives converge on a remote Pacific atoll where residents must decide whether to host humanity's next frontier: floating cities on the open sea. Powers weaves technology, environment, and human connection into something transcendent.",400,,Fiction / Literary,W. W. Norton & Company,24/09/2024,Richard Powers,"Richard Powers has written fourteen novels, among them The Overstory, Bewilderment, and Orfeo. His work has earned him the MacArthur Fellowship, the Pulitzer Prize, and the National Book Award. Powers makes his home in the foothills of the Great Smoky Mountains.","""Prepare to be awed… A mind-blowing reflection on what it means to live on a dying planet… I wasn't prepared for the astonishing resolution that Powers delivers. In the now-vast library of fiction and nonfiction books reminding us of the planet's imperiled condition, I can't think of another novel that treats the Earth's plight with such an expansive and disorienting vision… Powers manages to entwine our longing for friendship, paradise and immortality with the algorithms of artificial intelligence that surpass all understanding.""

—Ron Charles, Washington Post

""An extraordinarily immersive journey through lives linked in mysterious ways—gripping, alarming, and uplifting.""

—Emma Donoghue, author of Room

""Powers is a master of taking important topics of our times—from threats to our oceans and climate change to AI—and turning them into riveting and fiercely relevant books imbued with psychological insight and a deep awe for nature. This eloquent dance of the scientific and emotional makes him one of our finest storytellers. Playground is brilliant, captivating, and important—and the best book I've read this year.""

—Andrea Wulf",,5,85,https://amzn.to/4jlANx8,https://amzn.to/49ESNiU,https://amzn.to/3NcyaSl
9781416590316,Frederick Douglass,Prophet of Freedom,"Frederick Douglass stands as perhaps the most extraordinary figure in American letters—a man who transformed himself from enslaved property into the nation's most commanding voice for freedom. This comprehensive biography illuminates how Douglass wielded his remarkable intellect and oratory skills to demolish the very foundations of slavery, becoming both America's harshest critic and its most devoted believer in democratic ideals.

Blight reveals the intricate layers of Douglass's character: the brilliant strategist who understood that his own story could serve as irrefutable evidence of Black intellectual capacity, the complex family man navigating two marriages, and the aging leader who sometimes clashed with a new generation of civil rights activists. Drawing from newly available letters and Douglass's own newspaper archives, this portrait captures both the towering public intellectual and the private individual wrestling with fame, family, and an evolving America.

More than a traditional biography, this work demonstrates how one person's relentless pursuit of literacy and justice reshaped a nation's conscience, offering fresh insights into the man whose life embodied both the promise and contradictions of American democracy.","The definitive biography of Frederick Douglass, who escaped slavery to become America's greatest 19th-century orator and a towering abolitionist. Blight masterfully captures both the public figure and the deeply human man behind the legend.",912,,Biography & Autobiography / Historical,Simon & Schuster,16/10/2018,David W. Blight,"David W. Blight serves as Sterling Professor of History at Yale University, where he also directs the Gilder Lehrman Center for the Study of Slavery, Resistance, and Abolition. His extensive scholarship includes over a dozen publications, among them Race and Reunion: The Civil War in American Memory and American Oracle: The Civil War in the Civil Rights Era, along with annotated editions of Frederick Douglass's early autobiographies. Blight's distinguished research has garnered major recognition, including the Bancroft Prize, Abraham Lincoln Prize, and Frederick Douglass Prize.","""The first major biography of Douglass in nearly three decades. . . . Blight isn't looking to overturn our understanding of Douglass, whose courage and achievements were unequivocal, but to complicate it — a measure by which this ambitious and empathetic biography resoundingly succeeds.""

—Jennifer Szalai, The New York Times

""Extraordinary. . . . In Blight's pages, [Douglass's] voice again rings out loud and clear, melancholy and triumphant — still prophesying, still agitating, still calling us to action.""

—Adam Goodheart, The Washington Post

""Frederick Douglass: Prophet of Freedom is a triumph—elegantly written, with much new material about one of the most famous and important men in modern history. David Blight has created a vibrant and convincing portrait of a towering figure who was also, Blight says, 'thoroughly and beautifully human.' A great American gets the stellar biography he deserves from one our country's greatest historians.""

—Annette Gordon-Reed, Pulitzer Prize-winning author of The Hemingses of Monticello: An American Family & On Juneteenth",,3,86,https://amzn.to/4jjAz9P,https://amzn.to/4qyNlnd,https://amzn.to/4bcqAB8
9780802159557,Young Mungo,,"In 1990s Glasgow, two teenage boys discover each other across the bitter religious divide that splits their neighborhood. Mungo finds himself drawn to James, whose devotion to his racing pigeons offers a rare glimpse of beauty in their harsh surroundings. Their connection deepens into something neither fully understands but both desperately need.

Their stolen moments together become a refuge from the violence that marks their daily lives. But secrets have consequences in a place where difference can mean danger. The story moves between Mungo's present crisis—trapped on an isolated fishing expedition with men whose intentions grow increasingly unclear—and the events that led him there.

Stuart crafts an intimate examination of first love shadowed by the weight of family loyalty, religious hatred, and economic desperation. The novel asks whether tenderness can survive in a world built on division, and what price young people pay for the chance to become themselves.","Two boys from opposite sides of Glasgow's sectarian divide fall in love amid violence and poverty. Stuart's tender, brutal follow-up to Shuggie Bain explores queer love in a world determined to destroy it.",400,,Fiction / LGBTQ+ / Gay,Grove Press,05/04/2022,Douglas Stuart,"Douglas Stuart grew up in Glasgow and now lives in New York. His first novel, Shuggie Bain, earned him the 2020 Booker Prize and the Sue Kaufman Prize, while also receiving nominations for the National Book Award and PEN/Hemingway Award. Young Mungo became a national bestseller and was shortlisted for the British Book Award. Stuart's writing has been featured in the New Yorker and Literary Hub.","""Page-turning, beautifully written . . . In a narrative that weaves seamlessly back and forth between the camping trip and Mungo's life before the trip, Stuart creates a world we can almost feel.""

—Deborah Dundas, Toronto Star

""The Sighthill tenement where Shuggie Bain, Stuart's Booker Prize–winning debut, unfurled is glimpsed in his follow-up, set in the 1990s in an adjacent neighborhood. You wouldn't think you'd be eager to return to these harsh, impoverished environs, but again this author creates characters so vivid, dilemmas so heart-rending, and dialogue so brilliant that the whole thing sucks you in like a vacuum cleaner . . . Romantic, terrifying, brutal, tender, and, in the end, sneakily hopeful. What a writer.""

—Kirkus

""The astonishing sophomore effort from Booker Prize winner Stuart details a teen's hard life in north Glasgow in the post-Thatcher years . . . Stuart's writing is stellar . . . He's too fine a storyteller to go for a sentimental ending, and the final act leaves the reader gutted. This is unbearably sad, more so because the reader comes to cherish the characters their creator has brought to life. It's a sucker punch to the heart.""

—Publishers Weekly",,5,86,https://amzn.to/4qzcrTd,https://amzn.to/4qzUrrU,https://amzn.to/4qTnIOv
9780358726470,Water Mirror Echo,Bruce Lee and the Making of Asian America,"Bruce Lee died at thirty-two, but his cultural impact continues to reverberate decades later. Beyond the martial arts legend and Hollywood aspirations lies a more complex figure: a child of two worlds who navigated identity in ways that would reshape American culture itself.

This biography strips away the mythmaking to examine Lee's actual journey—from his birth in a racially divided San Francisco to his formative years in Hong Kong during wartime, and finally his return to an America undergoing profound social change. Chang traces how Lee's unique position allowed him to challenge existing boundaries and help establish new possibilities for Asian American identity.

Drawing on previously unavailable personal materials, family photographs, and conversations with those who knew Lee intimately, Chang constructs a portrait that balances the individual with the historical moment. The book argues that Lee's significance extends beyond entertainment—his visibility and cultural bridging helped catalyze the emergence of Asian America as a concept and community. Rather than simply celebrating an icon, this work examines how one person's navigation of cultural complexity can create lasting change.","Jeff Chang excavates the man behind the Bruce Lee mythology, revealing how a curious kid from segregated San Francisco became both global icon and catalyst for Asian America. Intimate, sweeping, and essential cultural biography.",560,,History / Asian American & Pacific Islander,Mariner Books,23/09/2025,Jeff Chang,"Jeff Chang wrote Can't Stop Won't Stop: A History of the Hip-Hop Generation, recognized as among the finest American nonfiction works of the past twenty-five years. Chang has received the American Book Award and Asian American Literary Award, and holds a USA Ford Fellowship in Literature. His portfolio includes three additional bestselling books examining American history, culture, and arts. Chang co-created a PBS digital adaptation of We Gon' Be Alright and his work has appeared in ESPN's Be Water, PBS's Asian Americans, and CNN's This Is Life.","""Water Mirror Echo is a remarkable story of a man, the traditions and communities that created him, and the new worlds he made possible. Like Bruce Lee himself, Jeff Chang is blessed with the vision to see things we do not yet see, thinking and writing with a restless, chasm-crossing, almost prophetic ambition.""

—Hua Hsu, Pulitzer Prize-winning author of Stay True: A Memoir

""[A] panoramic biography.... Peppering the narrative with rich historical details and poignant analyses, Chang persuasively argues that Lee's presence on screen helped shape the idea of what it means to be Asian in America. This definitive account cements Chang as a preeminent chronicler of Asian American history.""

—Publishers Weekly

""This book is as celebratory as it is incisive, as it is, at times, heartbreaking. A massive achievement.""

—Hanif Abdurraqib, National Book Award-winning author of There's Always This Year and A Little Devil in America",,9,87,https://amzn.to/4qtf2Oo,https://amzn.to/4qwMljz,https://amzn.to/493flK7
9780525562023,On Earth We're Briefly Gorgeous,,"Little Dog sits down to compose an intimate correspondence to the woman who raised him—his mother, who never learned to read. Through this deeply personal act of storytelling, he navigates the complexities of their shared Vietnamese heritage and the American landscape they've inherited together.

The narrative moves between memory and revelation, examining the intricate bonds that connect mothers and sons across cultural divides. Little Dog confronts difficult truths about identity, belonging, and the weight of generational trauma while celebrating the fierce love that has sustained his family.

Vuong crafts a meditation on language itself—its power to bridge impossible distances and its failure to capture certain truths. The novel interrogates what it means to claim your own voice in a world that often refuses to listen, transforming silence into song and pain into profound understanding. This is storytelling as both refuge and reckoning, where the act of bearing witness becomes a form of salvation.","A son writes to his illiterate mother, excavating family history and first love. Vuong's epistolary debut transforms trauma into something approaching grace through the sheer power of storytelling.",256,,Fiction / Literary,Penguin Press,04/06/2019,Ocean Vuong,"Ocean Vuong has published the poetry collections Night Sky with Exit Wounds and Time Is a Mother, along with the New York Times bestselling novel On Earth We're Briefly Gorgeous. Born in Saigon, Vietnam, Ocean Vuong received both a MacArthur Fellowship and American Book Award for his literary work. He divides his time between western Massachusetts and New York City.","""A bruised, breathtaking love letter never meant to be sent. A powerful testimony to magic and loss. A marvel.""

—Marlon James, author of A Brief History of Seven Killings & Black Leopard, Red Wolf

""This is one of the best novels I've ever read. I always want my favorite poets to write novels and here it's happened. Ocean Vuong is a master. This book a masterpiece. On Earth We're Briefly Gorgeous is an ode to loss and struggle, to being a Vietnamese American, to Hartford, Connecticut, and it's a compassionate epistolary ode to a mother who may or may not know how to read. I dog-eared so many pages the book almost collapsed—I almost did.""

—Tommy Orange, author of Wandering Stars & There There

""Ocean Vuong runs up against the limits of language—this book is addressed to a mother who cannot read it—and expands our sense of what literature can make visible, thinkable, felt across borders and generations and genres. This is a courageous, embodied inquiry into the tangle of colonial and personal histories. It is also a gorgeous argument for astonishment over irony—for the transformative possibilities of love.""

—Ben Lerner, author of The Topeka School, Leaving the Atocha Station & 10:04",,5,87,https://amzn.to/3YnYPht,https://amzn.to/3YqibTd,https://amzn.to/4pn7ZGc
9780812986945,Invisible Child,"Poverty, Survival & Hope in an American City","Dasani's world exists in the shadows of Manhattan's gleaming towers, where homelessness and wealth collide in stark contradiction. Through meticulous reporting spanning nearly a decade, this book reveals how one extraordinary girl navigates systems designed to fail her—from overcrowded shelters to underfunded schools.

The narrative traces connections across generations, linking Dasani's struggles to her family's deeper history of displacement and survival. As she shoulders responsibilities far beyond her years, protecting younger siblings while pursuing her own dreams, Dasani embodies both the failures of American social policy and the unbreakable bonds of family loyalty.

The story reaches a crossroads when opportunity arrives in the form of an elite boarding school—but success demands sacrifices that threaten to sever the very relationships that define her. This tension between individual advancement and collective survival illuminates broader questions about mobility, identity, and the price of escaping poverty in America.","Eight years in the life of Dasani, a homeless girl navigating New York's brutal inequalities. Elliott's extraordinary reporting transforms systemic injustice into an intimate, unforgettable portrait of resilience and family.",624,,Social Science / Poverty & Homelessness,Random House,05/10/2021,Andrea Elliott,"Andrea Elliott works as an investigative reporter at The New York Times, where her journalism has garnered numerous prestigious honors including two Pulitzer Prizes, a George Polk Award, the J. Anthony Lukas Book Prize, and an Overseas Press Club award. She has held fellowships at New America and the Russell Sage Foundation, and Columbia University recognized her work with the Medal for Excellence in 2015. Elliott holds the distinction of being the first woman to receive individual Pulitzer Prizes in both Journalism and Arts & Letters. Invisible Child marks her debut as a book author.","""From its first indelible pages to its rich and startling conclusion, Invisible Child had me, by turns, stricken, inspired, outraged, illuminated, in tears, and hungering for reimmersion in its Dickensian depths. This book is so many things: a staggering feat of reporting, an act of profound civic love, an extraordinarily moving tale about the fierceness of family love, and above all, a future American classic.""

—Ayad Akhtar, author of Homeland Elegies

""A vivid and devastating story of American inequality.""

—The New York Times

""A classic to rank with Orwell.""

—The Sunday Times",,7,88,https://amzn.to/493xPbS,https://amzn.to/3LeMKIp,https://amzn.to/4jhV5Yn
